Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Price;Guests Included;Extra People;Minimum Nights;Number of Reviews;Review Scores Rating;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;City
Apartment;Entire home/apt;6;1.0;3.0;5.0;Real Bed;126.0;2;20;1;219;97.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;100.0;1;10;2;3;80.0;7.0;8.0;10.0;9.0;7.0;strict;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;50.0;1;0;1;19;100.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;59.0;1;0;2;2;90.0;9.0;10.0;10.0;10.0;8.0;moderate;Madrid
Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;70.0;2;15;5;11;95.0;9.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;35.0;1;0;1;1;20.0;2.0;10.0;10.0;10.0;2.0;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;25.0;1;0;1;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;37.0;2;9;2;215;87.0;9.0;10.0;10.0;10.0;9.0;strict;Madrid
Loft;Entire home/apt;2;1.0;0.0;1.0;Real Bed;50.0;2;15;2;30;96.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Private room;1;1.0;1.0;2.0;Real Bed;42.0;1;0;1;2;100.0;10.0;10.0;10.0;10.0;9.0;flexible;Madrid
Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;40.0;2;0;2;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;55.0;2;0;2;27;89.0;9.0;9.0;10.0;9.0;9.0;moderate;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;120.0;1;0;3;1;100.0;10.0;8.0;10.0;10.0;10.0;flexible;Sutton
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;70.0;1;10;3;13;95.0;10.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;70.0;1;0;1;0;;;;;;;flexible;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;29.0;1;0;2;69;97.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
House;Private room;2;1.0;1.0;1.0;Real Bed;35.0;1;0;1;0;;;;;;;moderate;Madrid
Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;75.0;1;0;2;1;60.0;8.0;8.0;10.0;8.0;8.0;strict;Barcelona
House;Entire home/apt;8;4.0;3.0;3.0;Real Bed;127.0;1;0;5;0;;;;;;;strict;Alcudia
Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;68.0;1;0;3;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;47.0;2;10;32;48;80.0;8.0;10.0;9.0;10.0;8.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;105.0;1;0;2;0;;;;;;;strict;Madrid
Apartment;Entire home/apt;8;2.0;2.0;7.0;Real Bed;125.0;3;20;2;0;;;;;;;strict;Madrid
Apartment;Private room;2;2.0;1.0;2.0;Real Bed;19.0;1;18;1;6;93.0;9.0;10.0;9.0;8.0;9.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;85.0;2;7;2;34;96.0;9.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;1;1.0;1.0;1.0;Real Bed;20.0;1;0;20;10;87.0;9.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;47.0;1;0;3;0;;;;;;;flexible;Madrid
House;Entire home/apt;5;1.0;2.0;3.0;Real Bed;50.0;5;10;2;2;80.0;9.0;10.0;10.0;10.0;8.0;moderate;Madrid
Apartment;Entire home/apt;4;1.0;2.0;4.0;Real Bed;45.0;1;0;3;104;91.0;9.0;10.0;10.0;9.0;9.0;flexible_new;Roma
Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;39.0;2;15;2;0;;;;;;;strict;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;14.0;1;0;1;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;125.0;2;20;1;6;93.0;10.0;9.0;9.0;10.0;9.0;strict;Madrid
Apartment;Private room;2;1.0;1.0;2.0;Real Bed;50.0;1;0;2;8;98.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Entire home/apt;3;1.0;1.0;3.0;Real Bed;90.0;1;0;2;1;100.0;10.0;10.0;10.0;8.0;8.0;moderate;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;23.0;1;0;1;5;88.0;8.0;10.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Private room;2;2.0;1.0;1.0;Real Bed;55.0;1;0;1;0;;;;;;;flexible;Madrid
Bed & Breakfast;Shared room;1;1.0;1.0;1.0;Pull-out Sofa;20.0;1;0;1;8;95.0;10.0;10.0;10.0;8.0;10.0;strict;Madrid
Apartment;Entire home/apt;8;1.0;3.0;7.0;Real Bed;65.0;1;0;2;59;92.0;9.0;10.0;10.0;8.0;9.0;moderate;Madrid
Guesthouse;Private room;4;1.0;1.0;2.0;Real Bed;79.0;1;0;1;0;;;;;;;flexible;Madrid
Condominium;Entire home/apt;6;1.0;2.0;2.0;Real Bed;65.0;2;15;3;30;93.0;10.0;10.0;10.0;9.0;9.0;strict;Madrid
Apartment;Entire home/apt;3;1.0;0.0;2.0;Real Bed;89.0;1;0;1;0;;;;;;;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;32.0;2;15;2;0;;;;;;;moderate;Madrid
Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;50.0;2;15;2;59;99.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;120.0;3;10;2;1;80.0;10.0;8.0;10.0;8.0;8.0;strict;Madrid
Bed & Breakfast;Private room;1;1.0;1.0;1.0;Real Bed;19.0;1;0;2;137;87.0;9.0;9.0;9.0;9.0;9.0;moderate;Madrid
Apartment;Private room;3;1.0;1.0;1.0;Real Bed;10.0;1;0;1;1;100.0;10.0;10.0;10.0;8.0;8.0;flexible;Madrid
Apartment;Entire home/apt;5;1.0;2.0;2.0;Real Bed;100.0;4;10;3;33;96.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;99.0;1;0;3;28;94.0;10.0;10.0;10.0;10.0;9.0;strict;Madrid
House;Private room;1;1.0;1.0;1.0;Real Bed;24.0;1;0;2;0;;;;;;;flexible;Madrid
House;Private room;1;1.0;1.0;1.0;Real Bed;38.0;1;0;3;35;96.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;30.0;1;5;2;15;99.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Private room;2;2.0;1.0;1.0;Real Bed;21.0;1;0;1;75;91.0;9.0;10.0;10.0;10.0;9.0;flexible;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;14.0;1;5;30;1;80.0;;;;;;strict;Madrid
Other;Private room;1;1.0;1.0;1.0;Real Bed;29.0;1;0;2;23;97.0;10.0;10.0;10.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;55.0;4;8;1;0;;;;;;;moderate;Madrid
Apartment;Entire home/apt;2;1.0;0.0;1.0;Pull-out Sofa;40.0;1;0;21;18;98.0;10.0;10.0;10.0;9.0;9.0;moderate;Madrid
Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;260.0;1;0;30;1;100.0;8.0;10.0;10.0;10.0;8.0;strict;Madrid
Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;34.0;2;8;2;23;97.0;10.0;10.0;10.0;9.0;10.0;moderate;Madrid
Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;50.0;1;0;2;10;98.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;75.0;3;12;4;20;99.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Entire home/apt;6;2.0;3.0;6.0;Real Bed;209.0;4;10;3;2;;;;;;;strict;Madrid
House;Entire home/apt;8;3.0;4.0;6.0;Real Bed;137.0;1;0;7;0;;;;;;;strict;Can Picafort
Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;240.0;1;0;3;9;98.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
House;Private room;2;2.0;1.0;1.0;Real Bed;10.0;1;5;15;0;;;;;;;flexible;Madrid
Dorm;Shared room;6;2.0;1.0;4.0;Real Bed;130.0;4;20;1;2;90.0;10.0;10.0;10.0;10.0;9.0;flexible;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;68.0;2;13;3;43;92.0;9.0;10.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Private room;3;1.0;1.0;1.0;Futon;30.0;1;18;3;24;99.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
House;Private room;2;1.0;1.0;1.0;Real Bed;68.0;2;69;1;54;91.0;10.0;10.0;10.0;9.0;9.0;strict;London
Apartment;Entire home/apt;9;4.5;5.0;6.0;Real Bed;595.0;1;0;2;1;100.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;69.0;1;0;1;44;98.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
House;Entire home/apt;8;2.0;4.0;8.0;Real Bed;135.0;1;0;5;0;;;;;;;strict;Algaida
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;95.0;2;15;3;58;92.0;9.0;9.0;10.0;10.0;10.0;moderate_new;Roma
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;445.0;1;0;1;0;;;;;;;flexible;
Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;170.0;1;0;1;2;100.0;10.0;10.0;10.0;10.0;10.0;moderate;London
Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;43.0;2;0;1;34;84.0;9.0;9.0;9.0;10.0;9.0;strict;Madrid
Apartment;Shared room;2;1.0;1.0;1.0;Real Bed;30.0;1;0;1;47;81.0;9.0;9.0;9.0;9.0;8.0;strict;Madrid
Apartment;Private room;1;2.0;1.0;1.0;Real Bed;23.0;1;0;2;21;92.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;70.0;3;10;2;100;92.0;9.0;9.0;10.0;10.0;9.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;2.0;4.0;Real Bed;70.0;1;15;3;0;;;;;;;strict;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;30.0;1;10;2;13;97.0;10.0;10.0;10.0;10.0;9.0;moderate;Berlin
Bed & Breakfast;Private room;1;4.0;1.0;1.0;Real Bed;20.0;1;0;10;11;98.0;10.0;10.0;10.0;10.0;8.0;flexible;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;35.0;2;6;1;6;97.0;10.0;10.0;9.0;10.0;10.0;moderate;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;65.0;2;10;2;3;100.0;9.0;10.0;10.0;10.0;10.0;moderate;Madrid
House;Private room;1;1.0;1.0;1.0;Real Bed;30.0;1;10;2;25;95.0;9.0;10.0;10.0;10.0;10.0;strict;London
Apartment;Entire home/apt;6;1.0;2.0;2.0;Real Bed;120.0;6;30;2;2;80.0;10.0;10.0;10.0;10.0;9.0;strict;Madrid
House;Shared room;1;1.0;1.0;1.0;Real Bed;18.0;1;16;2;7;83.0;9.0;9.0;9.0;9.0;9.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;61.0;3;15;4;18;91.0;9.0;10.0;9.0;10.0;9.0;moderate;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;70.0;1;0;2;13;88.0;9.0;10.0;10.0;10.0;9.0;strict;Madrid
House;Private room;2;2.0;1.0;1.0;Real Bed;23.0;1;0;2;11;89.0;10.0;9.0;10.0;9.0;9.0;flexible;madrid
Apartment;Entire home/apt;8;1.0;3.0;3.0;Real Bed;65.0;2;18;3;84;95.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Entire home/apt;5;1.0;2.0;4.0;Real Bed;90.0;4;15;2;17;92.0;9.0;10.0;9.0;10.0;9.0;strict;Madrid
Bed & Breakfast;Private room;1;1.0;1.0;1.0;Real Bed;19.0;1;0;1;138;88.0;9.0;9.0;9.0;10.0;9.0;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;34.0;1;0;1;11;98.0;10.0;10.0;10.0;9.0;10.0;flexible;Madrid
Apartment;Entire home/apt;6;2.0;2.0;5.0;Real Bed;149.0;4;15;4;51;96.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;88.0;2;8;2;11;98.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Bed & Breakfast;Private room;4;1.0;1.0;2.0;Real Bed;39.0;2;13;1;43;86.0;9.0;9.0;9.0;9.0;9.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;57.0;4;0;1;100;98.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;70.0;2;0;2;3;100.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Private room;1;2.0;1.0;1.0;Real Bed;20.0;1;5;10;0;;;;;;;strict;Madrid
Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;60.0;2;8;2;88;95.0;9.0;9.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Private room;3;1.0;1.0;1.0;Real Bed;74.0;2;10;2;11;98.0;10.0;10.0;10.0;9.0;10.0;strict;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;80.0;1;40;1;0;;;;;;;moderate;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;50.0;1;0;2;3;100.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;65.0;1;0;3;10;96.0;9.0;10.0;10.0;9.0;10.0;flexible;Madrid
Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;55.0;1;0;3;4;95.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;85.0;2;22;1;5;76.0;8.0;8.0;9.0;10.0;8.0;strict;Madrid
Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;65.0;1;0;2;1;100.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Private room;2;4.0;1.0;1.0;Real Bed;15.0;1;5;10;0;;;;;;;strict;Madrid
Apartment;Private room;3;1.0;1.0;2.0;Real Bed;25.0;1;0;1;1;100.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;7;1.0;4.0;4.0;Real Bed;75.0;1;0;2;1;;;;;;;flexible;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;21.0;1;18;1;0;;;;;;;strict;Madrid
Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;100.0;1;5;2;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;100.0;2;10;2;2;70.0;9.0;8.0;9.0;9.0;10.0;strict;Madrid
Apartment;Private room;1;2.0;1.0;1.0;Real Bed;40.0;1;0;1;12;91.0;9.0;10.0;10.0;9.0;9.0;flexible;Madrid
House;Private room;2;1.0;1.0;1.0;Real Bed;30.0;1;15;1;2;90.0;10.0;10.0;10.0;10.0;9.0;moderate;Madrid
Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;23.0;1;12;1;88;93.0;9.0;9.0;10.0;9.0;9.0;flexible;Madrid
Apartment;Entire home/apt;6;2.0;3.0;4.0;Real Bed;200.0;1;0;3;4;90.0;8.0;10.0;9.0;9.0;9.0;strict;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;50.0;1;0;1;1;20.0;2.0;;;;;strict;Madrid
Apartment;Entire home/apt;6;3.0;3.0;5.0;Real Bed;260.0;1;0;30;1;100.0;10.0;10.0;10.0;10.0;8.0;strict;Madrid
Apartment;Private room;1;2.0;1.0;1.0;Real Bed;21.0;1;15;2;23;97.0;9.0;10.0;10.0;8.0;9.0;moderate;Madrid
Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;75.0;3;20;1;0;;;;;;;moderate;Madrid
Apartment;Private room;1;0.5;1.0;1.0;Real Bed;28.0;1;0;1;6;92.0;10.0;10.0;10.0;10.0;9.0;flexible;Madrid
Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;50.0;2;10;5;0;;;;;;;moderate;Madrid
Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;80.0;2;0;2;27;96.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;34.0;2;10;1;5;90.0;8.0;9.0;9.0;9.0;9.0;strict;Madrid
Apartment;Entire home/apt;8;2.0;3.0;4.0;Real Bed;230.0;6;20;3;48;97.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Other;Entire home/apt;5;1.0;2.0;3.0;Real Bed;49.0;3;10;2;1;20.0;6.0;2.0;2.0;2.0;2.0;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;30.0;1;18;2;32;99.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;109.0;1;0;2;76;94.0;10.0;10.0;10.0;9.0;9.0;moderate_new;Roma
Apartment;Private room;2;1.0;1.0;2.0;Real Bed;30.0;1;0;1;2;100.0;8.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;80.0;2;5;5;16;96.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Private room;4;2.0;1.0;1.0;Real Bed;30.0;2;8;1;1;100.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Loft;Entire home/apt;3;1.0;1.0;2.0;Real Bed;60.0;1;0;7;1;;;;;;;moderate;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;18.0;1;10;3;9;93.0;10.0;10.0;10.0;9.0;10.0;moderate;Madrid
House;Entire home/apt;6;3.5;3.0;3.0;Real Bed;211.0;1;0;7;0;;;;;;;strict;Binissalem
Other;Private room;2;1.0;1.0;2.0;Real Bed;65.0;1;20;2;3;80.0;10.0;10.0;9.0;10.0;7.0;moderate;Madrid
Apartment;Entire home/apt;6;1.0;2.0;5.0;Real Bed;50.0;1;10;2;1;100.0;10.0;10.0;10.0;8.0;10.0;moderate;Madrid
House;Private room;1;2.0;1.0;1.0;Real Bed;28.0;1;0;1;0;;;;;;;flexible;Madrid
Loft;Entire home/apt;4;2.0;1.0;2.0;Real Bed;105.0;1;0;2;19;96.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;30.0;1;30;1;53;91.0;9.0;9.0;9.0;10.0;9.0;flexible;Madrid
Bed & Breakfast;Private room;1;1.0;;;Real Bed;20.0;1;0;1;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;120.0;1;0;3;2;90.0;8.0;10.0;10.0;10.0;8.0;strict;Madrid
Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;146.0;2;9;4;25;94.0;9.0;10.0;10.0;9.0;9.0;strict;London
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;80.0;1;0;1;1;80.0;10.0;10.0;10.0;10.0;10.0;moderate_new;Roma
Loft;Private room;1;1.0;1.0;1.0;Real Bed;22.0;1;0;1;7;100.0;10.0;10.0;10.0;9.0;10.0;flexible;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;25.0;1;0;1;10;100.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Private room;4;3.0;1.0;4.0;Real Bed;40.0;1;15;1;38;93.0;9.0;9.0;10.0;9.0;9.0;strict;Madrid
Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;43.0;2;10;2;57;94.0;9.0;10.0;10.0;10.0;9.0;strict;Madrid
House;Private room;2;1.0;1.0;1.0;Real Bed;35.0;1;15;10;1;100.0;8.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;20.0;1;16;2;5;95.0;9.0;10.0;10.0;10.0;9.0;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;50.0;1;10;2;0;;;;;;;strict;Madrid
Apartment;Entire home/apt;4;2.5;2.0;3.0;Real Bed;250.0;1;0;3;0;;;;;;;strict;Madrid
Apartment;Entire home/apt;7;2.0;2.0;4.0;Real Bed;105.0;4;15;2;22;94.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;60.0;2;20;3;91;85.0;9.0;9.0;9.0;10.0;9.0;moderate;Barcelona
Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;70.0;2;20;2;17;96.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;100.0;1;0;10;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;89.0;1;0;2;1;80.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;60.0;2;0;2;17;99.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Private room;2;1.0;1.0;2.0;Real Bed;32.0;1;0;1;2;90.0;10.0;10.0;10.0;8.0;9.0;moderate;Madrid
Loft;Entire home/apt;2;1.0;1.0;1.0;Real Bed;95.0;2;20;4;8;73.0;7.0;8.0;9.0;9.0;7.0;strict;Madrid
Villa;Entire home/apt;16;5.0;7.0;15.0;Real Bed;;1;0;7;0;;;;;;;strict;Andratx
Apartment;Entire home/apt;2;1.0;0.0;2.0;Real Bed;29.0;1;0;3;2;90.0;10.0;10.0;10.0;9.0;8.0;strict;Madrid
Apartment;Entire home/apt;3;1.5;2.0;2.0;Real Bed;150.0;1;0;5;1;80.0;10.0;10.0;10.0;10.0;8.0;strict;Madrid
Apartment;Entire home/apt;6;1.5;3.0;4.0;Real Bed;75.0;2;8;3;104;96.0;10.0;10.0;10.0;9.0;10.0;moderate;Madrid
Apartment;Entire home/apt;4;1.5;2.0;2.0;Real Bed;100.0;4;15;1;64;95.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;32.0;1;0;3;6;90.0;9.0;9.0;9.0;9.0;9.0;strict;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;42.0;1;0;1;1;80.0;8.0;8.0;10.0;8.0;8.0;flexible;Madrid
Condominium;Shared room;1;1.0;1.0;1.0;Real Bed;18.0;1;0;2;24;91.0;9.0;9.0;9.0;10.0;9.0;flexible;Madrid
Apartment;Entire home/apt;8;2.0;3.0;6.0;Real Bed;179.0;4;12;2;5;100.0;10.0;9.0;10.0;10.0;9.0;strict;Madrid
Apartment;Private room;1;1.0;1.0;1.0;Real Bed;26.0;1;0;7;0;;;;;;;strict;Madrid
House;Entire home/apt;4;1.0;2.0;3.0;Real Bed;80.0;2;5;2;18;96.0;10.0;10.0;10.0;9.0;10.0;moderate;Madrid
Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;434.0;1;0;1;0;;;;;;;flexible;Madrid
Apartment;Entire home/apt;3;1.5;2.0;2.0;Real Bed;57.0;1;0;7;2;90.0;10.0;9.0;9.0;9.0;10.0;moderate;Madrid
Apartment;Entire home/apt;6;1.0;3.0;3.0;Real Bed;147.0;1;0;1;0;;;;;;;flexible;Madrid
House;Entire home/apt;4;1.0;1.0;2.0;Real Bed;99.0;4;0;1;47;91.0;10.0;9.0;9.0;10.0;9.0;strict;Madrid
Bed & Breakfast;Private room;1;1.0;1.0;1.0;Real Bed;95.0;1;0;1;0;;;;;;;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;52.0;1;0;1;8;97.0;10.0;10.0;10.0;9.0;9.0;flexible;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;40.0;1;0;3;2;100.0;10.0;9.0;9.0;9.0;10.0;flexible;Madrid
Apartment;Entire home/apt;3;1.0;0.0;2.0;Real Bed;95.0;2;20;5;0;;;;;;;strict;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;25.0;1;15;1;5;100.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Private room;4;1.5;2.0;3.0;Real Bed;25.0;2;13;1;3;100.0;10.0;10.0;10.0;10.0;10.0;moderate;Madrid
House;Private room;2;1.0;1.0;1.0;Real Bed;45.0;2;20;1;1;;;;;;;moderate;Madrid
Apartment;Private room;2;2.0;1.0;1.0;Real Bed;67.0;1;0;2;6;97.0;9.0;10.0;10.0;10.0;9.0;moderate;Barcelona
Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;135.0;4;10;2;0;;;;;;;strict;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;65.0;1;0;1;3;93.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;80.0;1;0;1;0;;;;;;;flexible;Madrid
Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;25.0;1;0;1;183;79.0;8.0;9.0;9.0;9.0;8.0;flexible;Madrid
Apartment;Private room;2;1.0;1.0;1.0;Real Bed;39.0;1;15;2;46;95.0;10.0;10.0;10.0;10.0;9.0;moderate;Madrid
Apartment;Entire home/apt;6;2.0;3.0;5.0;Real Bed;150.0;6;20;1;4;100.0;10.0;10.0;10.0;10.0;10.0;flexible;Madrid
Apartment;Entire home/apt;5;1.0;3.0;3.0;Real Bed;85.0;1;0;1;28;92.0;9.0;10.0;10.0;8.0;9.0;strict;Madrid
Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;68.0;1;0;2;4;100.0;9.0;10.0;10.0;10.0;10.0;strict;Madrid
Apartment;Entire home/apt;6;2.0;3.0;3.0;Real Bed;120.0;1;0;2;10;94.0;8.0;10.0;10.0;10.0;9.0;flexible;Madrid
Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;75.0;1;0;2;8;83.0;9.0;9.0;9.0;9.0;9.0;strict;Madrid
Apartment;Private room;2;3.0;1.0;1.0;Real Bed;46.0;1;0;2;157;98.0;10.0;10.0;10.0;10.0;10.0;strict;Madrid
